id,day,hour,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.01,2014-02-28,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0
AS14.01,2014-02-28,22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-01,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-03,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-05,21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-06,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-07,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-07,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0
AS14.01,2014-03-07,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-10,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-11,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0
AS14.01,2014-03-12,12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-12,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,0.0
AS14.01,2014-03-12,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,1.0
AS14.01,2014-03-12,18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-13,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-13,18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0
AS14.01,2014-03-14,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-14,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,1.0
AS14.01,2014-03-15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-16,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0
AS14.01,2014-03-17,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-18,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-18,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-18,16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-19,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-20,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-20,22,0.0714285714285714,61.536,379.16499999999996,6.211,0.0,0.0,0.0,11.345,308.426,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-20,23,0.0916666666666667,187.443,1789.0639999999999,344.645,0.0,0.0,0.0,0.0,499.305,0.0,45.173,21.073999999999998,0.0,0.0,,,,2275.9440002441406,0.0
AS14.01,2014-03-21,0,0.0083333333333333,31.834,0.0,0.0,0.0,0.0,0.0,0.0,136.829,0.0,0.0,0.0,0.0,0.0,,,,11.9629998207092,0.0
AS14.01,2014-03-21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-21,2,0.0,34.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34.3539998531341,0.0
AS14.01,2014-03-21,3,0.0327868852459016,135.525,103.402,0.0,0.0,0.0,0.0,0.0,274.175,0.0,0.0,281.615,0.0,0.0,,,,2307.145000219341,0.0
AS14.01,2014-03-21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-21,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-21,8,0.0256410256410256,45.519,28.91,0.0,0.0,0.0,0.0,0.0,88.361,0.0,0.0,0.0,0.0,0.0,,,,163.9370000362399,0.0
AS14.01,2014-03-21,9,0.0083333333333333,120.972,289.368,0.0,0.0,0.0,0.0,38.16,333.459,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6.0,1198.889999628063,0.0
AS14.01,2014-03-21,10,0.0483870967741935,466.59400000000005,1505.381,403.98,18.196,0.0,0.0,0.0,844.4870000000001,71.305,0.0,18.061,0.0,0.0,,,,3042.0830001831027,0.0
AS14.01,2014-03-21,11,0.0166666666666667,103.514,696.3969999999999,169.905,0.0,0.0,62.281,68.81700000000001,189.863,5.01,0.0,52.156,0.0,0.0,0.0,0.0,6.0,1337.3150000572214,0.0
AS14.01,2014-03-21,12,0.0916666666666667,96.87599999999999,655.621,0.0,0.0,0.0,0.0,2.043,318.795,0.0,0.0,0.0,0.0,1.0,,,,1073.6309995651254,0.0
AS14.01,2014-03-21,13,0.316666666666667,154.192,136.053,117.484,0.0,0.0,0.0,0.0,265.451,450.024,0.0,12.063,0.0,0.0,,,,1135.6730005741115,0.0
AS14.01,2014-03-21,14,0.725,624.659,0.0,0.0,0.0,0.0,0.0,0.0,1238.728,389.106,0.0,90.505,0.0,3.0,,,,1920.9509999752036,0.0
AS14.01,2014-03-21,15,0.798387096774194,48.285,612.65,245.669,0.0,0.0,0.0,10.111,300.404,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1307.9010000228884,0.0
AS14.01,2014-03-21,16,0.130081300813008,51.044000000000004,344.308,0.0,0.0,0.0,0.0,0.0,263.879,0.0,0.0,43.326,0.0,0.0,,,,631.2380001544956,0.0
AS14.01,2014-03-21,17,0.361344537815126,30.45,210.46300000000002,33.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.105,0.0,1.0,,,,357.12999987602234,0.0
AS14.01,2014-03-21,18,0.134453781512605,18.186,30.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.905,0.0,0.0,,,,60.65100002288815,0.0
AS14.01,2014-03-21,19,0.140495867768595,919.2950000000001,1190.308,0.0,0.0,0.0,0.0,109.584,188.844,0.0,0.0,6.018,0.0,0.0,0.0,0.0,6.0,2414.102000236513,0.0
AS14.01,2014-03-21,20,0.100840336134454,72.708,436.5,37.144,0.0,0.0,0.0,0.0,65.225,0.0,0.0,0.0,0.0,1.0,,,,611.5609998702998,0.0
AS14.01,2014-03-21,21,0.144067796610169,185.214,41.268,0.0,31.348,0.0,109.925,11.036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,370.3819999694827,0.0
AS14.01,2014-03-21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-22,8,0.125,19.371,69.458,0.0,0.0,0.0,0.0,8.267,14.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0
AS14.01,2014-03-22,9,0.28099173553719,29.835,163.666,0.0,21.076,0.0,0.0,0.0,155.32399999999998,37.305,0.0,23.092,0.0,0.0,,,,430.1069998741147,0.0
AS14.01,2014-03-22,10,0.508474576271186,48.671,204.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,252.76600027084373,0.0
AS14.01,2014-03-22,11,0.341666666666667,54.316,518.643,0.0,0.0,0.0,0.0,8.023,25.07,0.0,0.0,0.0,0.0,0.0,,,,606.4890000820162,0.0
AS14.01,2014-03-22,12,0.135593220338983,0.0,658.386,0.0,0.0,0.0,0.0,10.116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,668.4110000133511,0.0
AS14.01,2014-03-22,13,0.25,259.921,601.5889999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.096,0.0,0.0,,,,636.3949997425078,0.0
AS14.01,2014-03-22,14,0.310924369747899,13.82,26.133,0.0,0.0,0.0,0.0,0.0,174.21099999999998,0.0,0.0,0.0,0.0,0.0,,,,220.373999834061,0.0
AS14.01,2014-03-22,15,0.436974789915966,82.90700000000001,354.39500000000004,0.0,0.0,0.0,0.0,8.054,3.025,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,448.57899975776655,1.0
AS14.01,2014-03-22,16,0.508333333333333,59.032000000000004,6.868,0.0,0.0,0.0,0.0,0.0,17.277,0.0,0.0,0.0,0.0,2.0,,,,83.2549998760224,0.0
AS14.01,2014-03-22,17,0.271186440677966,64.93,258.752,93.324,0.0,0.0,0.0,37.578,0.0,0.0,0.0,0.0,0.0,0.0,,,,454.79299998283415,0.0
AS14.01,2014-03-22,18,0.294117647058824,91.551,20.323999999999998,0.0,0.0,0.0,0.0,14.051,0.0,0.0,0.0,64.433,0.0,0.0,-1.0,,6.0,190.467000246048,0.0
AS14.01,2014-03-22,19,0.218487394957983,4.013999999999999,708.308,0.0,0.0,0.0,0.0,0.0,50.683,0.0,0.0,0.0,0.0,0.0,,,,763.2199995517726,0.0
AS14.01,2014-03-22,20,0.0833333333333333,0.0,1251.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1250.8820002079003,0.0
AS14.01,2014-03-22,21,0.0083333333333333,0.0,46.985,0.0,0.0,0.0,0.0,12.054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.0,59.13499999046323,0.0
AS14.01,2014-03-22,22,0.0166666666666667,0.0,14.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.200999975204471,0.0
AS14.01,2014-03-22,23,0.0,3.061,60.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,63.087000131607,0.0
AS14.01,2014-03-23,9,0.25,10.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-23,10,0.0175438596491228,90.53399999999999,274.379,0.0,0.0,0.0,0.0,12.04,41.311,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,7.0,13.444000005722,0.0
AS14.01,2014-03-23,11,0.0,17.124000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.14499998092652,0.0
AS14.01,2014-03-23,12,0.0756302521008403,197.39100000000002,1122.7530000000002,0.0,0.0,0.0,0.0,9.028,12.028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1341.1859996318815,0.0
AS14.01,2014-03-23,13,0.152542372881356,38.979,507.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,545.9620001316065,0.0
AS14.01,2014-03-23,14,0.293103448275862,25.368000000000002,360.02500000000003,0.0,0.0,0.0,0.0,4.215,0.0,0.0,0.0,0.0,0.0,0.0,,,,389.6160001754763,0.0
AS14.01,2014-03-23,15,0.210084033613445,59.67,175.063,0.0,0.0,0.0,0.0,7.288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,242.01700019836403,0.0
AS14.01,2014-03-23,16,0.139130434782609,50.266,79.174,4.028,0.0,0.0,0.0,0.0,37.159,0.0,0.0,0.0,30.386,0.0,,,,201.07400035858157,0.0
AS14.01,2014-03-23,17,0.0338983050847458,71.40899999999999,100.487,0.0,0.0,0.0,0.0,0.0,126.212,0.0,0.0,0.0,0.0,0.0,,,,298.3630003929134,0.0
AS14.01,2014-03-23,18,0.0504201680672269,12.716999999999999,168.817,90.318,0.0,0.0,0.0,0.0,150.886,0.0,0.0,0.0,0.0,0.0,,,,422.98600006103493,0.0
AS14.01,2014-03-23,19,0.258620689655172,561.574,407.127,0.0,0.0,0.0,0.0,8.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,469.31599974632354,0.0
AS14.01,2014-03-23,20,0.277310924369748,0.0,181.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,181.33799982070929,0.0
AS14.01,2014-03-23,21,0.313559322033898,19.123,641.716,0.0,0.0,0.0,0.0,32.219,263.75800000000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,956.9320001602166,0.0
AS14.01,2014-03-23,22,0.0084033613445378,16.139,269.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,285.929000377655,0.0
AS14.01,2014-03-23,23,0.0608695652173913,115.918,949.558,0.0,43.403,0.0,0.0,0.0,269.485,0.0,0.0,30.086,0.0,0.0,,,,1408.524000406264,0.0
AS14.01,2014-03-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,2,0.0,18.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.8840000629425,0.0
AS14.01,2014-03-24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-24,8,0.075,201.677,332.983,970.9299999999998,0.0,0.0,0.0,0.0,1016.6899999999999,0.0,0.0,0.0,0.0,0.0,,,,2522.7900002002675,0.0
AS14.01,2014-03-24,9,0.117647058823529,21.183,1330.681,0.0,0.0,0.0,0.0,12.239,817.2090000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2181.548000097274,0.0
AS14.01,2014-03-24,10,0.094017094017094,35.819,614.103,0.0,0.0,0.0,0.0,0.0,178.914,0.0,0.0,0.0,0.0,0.0,,,,828.9089999198918,0.0
AS14.01,2014-03-24,11,0.109243697478992,129.007,914.737,0.0,15.045,0.0,3.01,13.093,44.157,0.0,0.0,168.668,0.0,0.0,,,,1287.9969999790194,0.0
AS14.01,2014-03-24,12,0.05,28.632,163.52100000000002,0.0,0.0,0.0,0.0,9.079,39.337,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,240.69500017166138,0.0
AS14.01,2014-03-24,13,0.361344537815126,47.772999999999996,29.994,0.0,0.0,0.0,0.0,0.0,154.22400000000002,419.805,0.0,10.064,0.0,1.0,,,,662.127000570297,0.0
AS14.01,2014-03-24,14,0.100840336134454,5.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.06699991226196,0.0
AS14.01,2014-03-24,15,0.31304347826087,88.979,101.001,0.0,0.0,0.0,0.0,9.022,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,199.0009996891016,0.0
AS14.01,2014-03-24,16,0.260504201680672,113.724,390.257,0.0,19.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,523.2430000305176,0.0
AS14.01,2014-03-24,17,0.0,53.652,828.953,6.041,0.0,0.0,0.0,0.0,131.254,0.0,0.0,0.0,0.0,0.0,,,,1019.9389996528625,0.0
AS14.01,2014-03-24,18,0.19327731092437,53.145,502.89300000000003,0.0,0.0,0.0,0.0,12.086,155.94099999999997,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,5.0,724.7210001945499,0.0
AS14.01,2014-03-24,19,0.0338983050847458,5.019,305.841,0.0,0.0,0.0,0.0,0.0,620.626,0.0,0.0,0.0,0.0,0.0,,,,931.5720000267031,0.0
AS14.01,2014-03-24,20,0.100840336134454,13.04,1106.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1118.021999835967,0.0
AS14.01,2014-03-24,21,0.0593220338983051,0.0,1260.323,0.0,0.0,0.0,0.0,11.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1277.27999997139,0.0
AS14.01,2014-03-24,22,0.0260869565217391,51.096,1389.084,0.0,0.0,0.0,0.0,0.0,65.274,0.0,0.0,0.0,0.0,0.0,,,,1505.5560002326968,0.0
AS14.01,2014-03-24,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,1,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.7780001163483,0.0
AS14.01,2014-03-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,6,0.0,37.439,46.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,83.6840000152588,0.0
AS14.01,2014-03-25,7,0.0344827586206897,29.321,50.223,0.0,0.0,0.0,0.0,0.0,174.176,0.0,0.0,0.0,0.0,0.0,,,,2085.0690002441397,0.0
AS14.01,2014-03-25,8,0.0353982300884956,80.316,156.33700000000002,0.0,0.0,0.0,0.0,0.0,674.9680000000001,0.0,0.0,0.0,0.0,0.0,,,,952.8949995040894,0.0
AS14.01,2014-03-25,9,0.133333333333333,8.711,913.396,0.0,0.0,0.0,0.0,8.195,108.005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,880.5610001087188,0.0
AS14.01,2014-03-25,10,0.092436974789916,5.827,1143.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1149.2719995975485,1.0
AS14.01,2014-03-25,11,0.594827586206897,57.976,557.864,0.0,0.0,0.0,0.0,5.016,0.0,0.0,0.0,0.0,0.0,0.0,,,,487.181999921799,0.0
AS14.01,2014-03-25,12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,13,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,14,0.319327731092437,0.0,43.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.551999807357774,0.0
AS14.01,2014-03-25,15,0.216666666666667,330.56199999999995,1056.802,18.066,0.0,0.0,0.0,9.081,32.157000000000004,0.0,40.137,74.431,0.0,0.0,1.0,1.0,7.0,1580.6140000820155,0.0
AS14.01,2014-03-25,16,0.346774193548387,31.395,319.249,0.0,0.0,0.0,0.0,0.0,368.461,0.0,0.0,0.0,0.0,0.0,,,,1134.026999950408,0.0
AS14.01,2014-03-25,17,0.0168067226890756,40.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31.860999822616563,0.0
AS14.01,2014-03-25,18,0.238095238095238,16.709,0.0,0.0,0.0,0.0,0.0,0.0,47.259,0.0,37.401,0.0,0.0,0.0,,,,2772.420999765394,0.0
AS14.01,2014-03-25,19,0.0227272727272727,41.338,251.33999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.685,0.0,0.0,0.0,,,,0.0,0.0
AS14.01,2014-03-25,20,0.025,9.049,810.825,0.0,43.054,0.0,0.0,107.325,57.105000000000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1053.0510003566749,0.0
AS14.01,2014-03-25,21,0.0427350427350427,65.268,1072.389,50.14,0.0,0.0,0.0,49.202,169.183,0.0,0.0,148.462,0.0,0.0,-1.0,0.0,6.0,1529.3679997920985,0.0
AS14.01,2014-03-25,22,0.0252100840336134,196.83599999999998,1045.219,0.0,0.0,0.0,0.0,0.0,112.469,0.0,0.0,0.0,0.0,0.0,,,,1354.6570003032673,0.0
AS14.01,2014-03-25,23,0.108333333333333,62.421,2809.942,0.0,0.0,0.0,0.0,0.0,175.688,0.0,0.0,0.0,0.0,0.0,,,,6318.362999677653,0.0
AS14.01,2014-03-26,0,0.025,90.64399999999999,1722.333,120.373,0.0,0.0,0.0,0.0,290.229,0.0,0.0,0.0,0.0,0.0,,,,147.75,0.0
