id,time_bin,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.01,2014-03-13 18:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,0.0,0.0
AS14.01,2014-03-14 06:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-14 12:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,1.0
AS14.01,2014-03-15 18:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-16 12:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0
AS14.01,2014-03-17 12:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-18 06:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,1.0
AS14.01,2014-03-18 12:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0
AS14.01,2014-03-19 06:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-20 06:00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0
AS14.01,2014-03-20 18:00:00,0.08154761904761905,248.979,2168.229,350.856,0.0,0.0,0.0,11.345,807.731,0.0,45.173,21.073999999999998,0.0,0.0,,,,2275.9440002441406,0.0
AS14.01,2014-03-21 00:00:00,0.006853369763205817,201.71,103.402,0.0,0.0,0.0,0.0,0.0,411.004,0.0,0.0,281.615,0.0,0.0,,,,2353.461999893184,0.0
AS14.01,2014-03-21 06:00:00,0.016504687069203185,736.599,2520.056,573.885,18.196,0.0,62.281,106.977,1456.17,76.315,0.0,70.217,0.0,0.0,-0.5,0.0,6.0,5742.224999904627,0.0
AS14.01,2014-03-21 12:00:00,0.4038577114559436,1005.5060000000001,1959.095,396.427,0.0,0.0,0.0,12.154,2387.257,839.13,0.0,167.999,0.0,5.0,1.0,1.0,7.0,6426.524000167847,0.0
AS14.01,2014-03-21 18:00:00,0.1039715564051646,1195.403,1698.337,37.144,31.348,0.0,109.925,120.62,254.06900000000002,0.0,0.0,78.923,0.0,1.0,0.5,0.0,6.0,3456.6960000991835,0.0
AS14.01,2014-03-22 06:00:00,0.31403324461876075,152.193,955.898,0.0,21.076,0.0,0.0,16.29,194.43599999999998,37.305,0.0,23.092,0.0,0.0,1.0,1.0,7.0,1289.3620002269747,0.0
AS14.01,2014-03-22 12:00:00,0.3188353590023578,480.61,1906.123,93.324,0.0,0.0,0.0,55.748000000000005,194.51299999999998,0.0,0.0,30.096,0.0,3.0,1.0,1.0,7.0,2511.806999206543,1.0
AS14.01,2014-03-22 18:00:00,0.10348972922502338,98.626,2100.897,0.0,0.0,0.0,0.0,26.105,50.683,0.0,0.0,64.433,0.0,0.0,0.0,-1.0,5.5,2340.9920001029955,0.0
AS14.01,2014-03-23 06:00:00,0.0891812865497076,117.692,274.379,0.0,0.0,0.0,0.0,12.04,41.311,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,7.0,30.58899998664852,0.0
AS14.01,2014-03-23 12:00:00,0.15073147445647636,443.083,2344.545,4.028,0.0,0.0,0.0,20.531,175.399,0.0,0.0,0.0,30.386,0.0,0.5,1.0,7.5,3018.2180008888236,0.0
AS14.01,2014-03-23 18:00:00,0.161530671781329,725.471,2618.395,90.318,43.403,0.0,0.0,40.252,684.129,0.0,0.0,30.086,0.0,0.0,0.5,0.5,6.0,3725.025000572203,0.0
AS14.01,2014-03-24 00:00:00,0.0,18.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.8840000629425,0.0
AS14.01,2014-03-24 06:00:00,0.06598464171993583,387.686,3192.504,970.9299999999998,15.045,0.0,3.01,25.332,2056.97,0.0,0.0,168.668,0.0,0.0,1.0,0.0,6.0,6821.244000196452,0.0
AS14.01,2014-03-24 12:00:00,0.18095542564852032,338.081,1513.726,6.041,19.061,0.0,0.0,18.101,324.815,419.805,0.0,10.064,0.0,8.0,2.0,0.0,6.0,2650.072000026702,0.0
AS14.01,2014-03-24 18:00:00,0.06890415709393567,122.3,4564.399,0.0,0.0,0.0,0.0,23.125,841.841,0.0,0.0,0.0,0.0,2.0,-0.5,0.0,6.0,5557.151000261307,0.0
AS14.01,2014-03-25 00:00:00,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.7780001163483,0.0
AS14.01,2014-03-25 06:00:00,0.14841314717322188,219.59,2867.298,0.0,0.0,0.0,0.0,13.211,957.149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5638.662999391554,1.0
AS14.01,2014-03-25 12:00:00,0.16806647390138854,402.80699999999996,1419.738,18.066,0.0,0.0,0.0,9.081,400.618,0.0,40.137,74.431,0.0,0.0,1.0,1.0,7.0,2790.053999662398,0.0
AS14.01,2014-03-25 18:00:00,0.07701682848741663,391.621,5989.715,50.14,43.054,0.0,0.0,156.527,561.704,0.0,195.08599999999998,148.462,0.0,0.0,0.0,0.5,7.0,13027.859999895087,0.0
AS14.01,2014-03-26 00:00:00,0.004166666666666667,115.012,1722.333,120.373,0.0,0.0,0.0,0.0,290.229,0.0,0.0,0.0,0.0,0.0,,,,167.0999999046326,0.0
AS14.01,2014-03-26 06:00:00,0.05964128464128451,430.552,991.072,602.253,0.0,0.0,0.0,51.010999999999996,2166.356,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,7.0,5178.535000085829,0.0
AS14.01,2014-03-26 12:00:00,0.14042699784334142,242.34300000000002,3171.995,0.0,20.175,0.0,0.0,20.201999999999998,231.59,0.0,0.0,0.0,0.0,0.0,0.5,0.5,6.5,3686.531000375748,0.0
AS14.01,2014-03-26 18:00:00,0.20099833752901108,379.59000000000003,3103.353,187.853,32.156,0.0,0.0,26.285,1903.884,0.0,0.0,33.365,0.0,0.0,0.0,0.5,6.5,7391.634999990461,0.0
AS14.01,2014-03-27 00:00:00,0.0014124293785310667,31.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.726999998092687,0.0
AS14.01,2014-03-27 06:00:00,0.15111111111111106,916.548,3191.26,115.777,0.0,0.0,145.744,11.222000000000001,748.802,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12255.839999437332,1.0
AS14.01,2014-03-27 12:00:00,0.40265486725663724,110.768,866.1999999999999,23.235,0.0,0.0,0.0,40.291,26.111,0.0,0.0,39.101,0.0,2.0,0.3333333333333333,1.0,7.0,993.436999559402,0.0
AS14.01,2014-03-27 18:00:00,0.16391223155929044,170.032,2879.052,500.32699999999994,42.219,0.0,36.707,7.019,160.468,47.314,0.0,139.928,0.0,0.0,-1.0,0.0,7.0,4170.146000385285,0.0
AS14.01,2014-03-28 00:00:00,0.0,9251.232,162.346,130.555,35.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,436.6440000534058,0.0
AS14.01,2014-03-28 06:00:00,0.01400560224089635,123.285,104.529,4.023,0.0,0.0,0.0,39.172,80.691,219.085,0.0,188.15300000000002,0.0,0.0,-1.0,-1.0,5.0,759.5440001487732,0.0
AS14.01,2014-03-28 12:00:00,0.2697128851540617,352.802,359.172,69.27799999999999,0.0,0.0,0.0,62.477000000000004,314.02099999999996,894.777,0.0,58.252,0.0,4.0,-0.5,1.5,7.0,1765.419999837876,0.0
AS14.01,2014-03-28 18:00:00,0.09907359915352247,335.276,240.786,801.547,53.344,233.036,0.0,124.30199999999999,118.029,19.147,0.0,55.312,0.0,1.0,-0.5,0.5,6.5,1961.8809995651252,0.0
AS14.01,2014-03-29 00:00:00,0.0,19.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.154000043869,0.0
AS14.01,2014-03-29 06:00:00,0.0503627299125568,50.525999999999996,440.175,0.0,0.0,0.0,0.0,104.57400000000001,0.0,0.0,0.0,37.299,0.0,0.0,0.0,1.0,8.0,687.0999999046322,0.0
AS14.01,2014-03-29 12:00:00,0.07100335978506526,227.294,985.3729999999999,1129.773,0.0,0.0,0.0,39.625,472.888,52.434999999999995,0.0,308.44599999999997,0.0,0.0,0.0,1.0,9.0,3684.5229995250743,0.0
AS14.01,2014-03-29 18:00:00,0.1514451507098565,1655.672,1295.144,497.656,0.0,0.0,0.0,25.395000000000003,0.0,0.0,0.0,254.892,0.0,4.0,0.5,1.0,7.5,3931.845000267025,1.0
AS14.01,2014-03-30 00:00:00,0.277777777777778,26.139,86.65299999999999,488.148,0.0,0.0,0.0,0.0,0.0,0.0,66.477,0.0,0.0,0.0,,,,1609.61800003052,0.0
AS14.01,2014-03-30 06:00:00,0.142857142857143,145.976,290.846,315.727,0.0,0.0,0.0,13.23,157.465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,908.1579999923708,0.0
AS14.01,2014-03-30 12:00:00,0.024999999999999998,145.25,268.418,401.289,0.0,0.0,0.0,53.571,0.0,0.0,0.0,38.296,0.0,0.0,-0.5,0.5,7.5,907.0660006999976,0.0
AS14.01,2014-03-30 18:00:00,0.0194444444444445,97.0,652.588,330.513,0.0,0.0,0.0,7.202,10.22,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,7.0,1098.3720002174377,0.0
AS14.01,2014-03-31 00:00:00,0.0,19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.5869998931885,0.0
AS14.01,2014-03-31 06:00:00,0.045224927577868716,340.365,222.786,184.492,0.0,0.0,0.0,80.229,752.3019999999999,41.176,0.0,0.0,0.0,5.0,-1.0,1.0,7.0,1621.9540004730216,0.0
AS14.01,2014-03-31 12:00:00,0.10109238890961908,2045.411,702.0409999999999,332.005,41.254999999999995,51.176,0.0,20.407,113.764,63.756,29.29,0.0,0.0,1.0,0.0,0.0,7.0,1732.2529997825616,0.0
AS14.01,2014-03-31 18:00:00,0.1357046070460704,556.0889999999999,4407.81,1242.423,0.0,0.0,0.0,167.918,484.589,78.449,0.0,210.305,0.0,0.0,0.5,1.0,8.0,8463.04000020027,0.0
AS14.01,2014-04-01 00:00:00,0.0,61.474000000000004,297.442,99.57,0.0,0.0,0.0,0.0,138.764,0.0,0.0,24.137000000000004,0.0,0.0,,,,19.2150001525879,0.0
AS14.01,2014-04-01 06:00:00,0.26717099992501087,686.26,1345.614,382.909,0.0,234.741,28.764,15.05,643.716,1265.114,0.0,250.386,0.0,0.0,1.0,1.0,7.0,4756.255000591277,0.0
AS14.01,2014-04-01 12:00:00,0.12091650483544904,291.626,1853.144,176.73399999999998,337.607,0.0,0.0,97.098,1600.452,349.507,0.0,243.113,0.0,1.0,0.3333333333333333,0.0,6.0,5809.6370003223465,0.0
AS14.01,2014-04-01 18:00:00,0.08568546609048416,346.157,2599.326,371.424,210.219,0.0,63.624,9.042,2657.135,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,6588.799000978464,0.0
AS14.01,2014-04-02 00:00:00,0.0014124293785310667,28.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.73900008201594,0.0
AS14.01,2014-04-02 06:00:00,0.14905060986665883,814.878,1683.64,159.135,24.279,0.0,90.481,401.888,1365.998,0.0,0.0,28.396,0.0,0.0,1.0,0.0,6.0,4621.145999670029,0.0
AS14.01,2014-04-02 12:00:00,0.17422872606696127,2059.2490000000003,1512.595,764.436,141.67,0.0,0.0,62.77,900.784,0.0,0.0,243.533,0.0,0.0,1.0,1.0,7.0,4449.636999845504,0.0
AS14.01,2014-04-02 18:00:00,0.08297467724074277,711.481,3723.9210000000003,419.805,81.828,0.0,0.0,76.88300000000001,1162.01,0.0,0.0,69.44200000000001,0.0,4.0,-1.0,1.0,6.5,12258.989000320438,0.0
AS14.01,2014-04-03 00:00:00,0.010416666666666666,106.406,1531.368,0.0,0.0,0.0,0.0,0.0,418.51,0.0,0.0,46.444,0.0,0.0,,,,1023.902000427246,0.0
AS14.01,2014-04-03 06:00:00,0.037686741363211936,1205.67,3045.553,287.643,76.234,0.0,0.0,136.335,1235.296,0.0,0.0,28.1,0.0,0.0,-2.0,1.0,7.0,5722.509000062946,0.0
AS14.01,2014-04-03 12:00:00,0.11259317286236524,700.414,5565.859,596.9780000000001,0.0,0.0,0.0,60.366,362.733,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,6.5,7288.554000139232,0.0
AS14.01,2014-04-03 18:00:00,0.03625730994152047,308.974,4295.302,409.01000000000005,0.0,0.0,0.0,17.201,1137.702,19.082,0.0,108.22800000000001,0.0,2.0,-1.0,-0.5,6.0,7366.870000123977,0.0
AS14.01,2014-04-04 00:00:00,0.0013888888888888833,60.606,345.778,166.599,0.0,0.0,0.0,0.0,525.248,0.0,0.0,0.0,0.0,0.0,,,,21.5230002403259,0.0
AS14.01,2014-04-04 06:00:00,0.03915770609318988,368.579,1948.31,685.094,0.0,0.0,0.0,12.242,938.748,0.0,0.0,21.112,0.0,0.0,-1.0,0.0,6.0,4438.029999494553,0.0
AS14.01,2014-04-04 12:00:00,0.24775890091760674,491.284,2126.912,693.534,0.0,0.0,0.0,140.27,333.663,158.24099999999999,0.0,70.456,0.0,1.0,0.5,0.5,6.0,3918.04599928856,0.0
AS14.01,2014-04-04 18:00:00,0.21845174892961775,1037.3600000000001,1060.628,0.0,0.0,0.0,0.0,24.289,288.538,0.0,0.0,37.124,0.0,1.0,0.5,0.5,6.5,4001.812000989918,1.0
AS14.01,2014-04-05 00:00:00,0.00560224089635855,71.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,71.7260003089905,0.0
AS14.01,2014-04-05 06:00:00,0.013072636966442284,14604.408,150.523,76.369,0.0,0.0,0.0,35.461,65.427,0.0,0.0,17.05,0.0,0.0,-1.0,0.0,6.0,415.8389999866482,0.0
AS14.01,2014-04-05 12:00:00,0.294057494792789,118.776,939.949,0.0,0.0,0.0,0.0,29.606,108.757,187.945,0.0,96.876,0.0,0.0,-0.5,1.0,7.5,1482.5850002765665,0.0
AS14.01,2014-04-05 18:00:00,0.1632768361581922,364.437,794.937,0.0,0.0,0.0,0.0,16.066,189.024,0.0,0.0,5.03,0.0,0.0,0.0,0.5,6.5,1370.280999422073,0.0
AS14.01,2014-04-06 00:00:00,0.1899064710630015,276.113,1105.167,0.0,0.0,0.0,0.0,0.0,21.117,0.0,0.0,0.0,0.0,3.0,,,,887.5439999103545,0.0
AS14.01,2014-04-06 06:00:00,0.0,17.055,32.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,49.3869998455048,0.0
AS14.01,2014-04-06 12:00:00,0.029619912131468334,2400.592,1034.569,187.214,0.0,0.0,0.0,73.771,300.343,0.0,0.0,23.176000000000002,0.0,1.0,-0.5,0.5,6.5,2705.606999874116,0.0
AS14.01,2014-04-06 18:00:00,0.03810481457540277,1854.902,1183.721,0.0,0.0,114.406,0.0,45.349000000000004,0.0,0.0,0.0,23.073,0.0,0.0,-1.0,0.5,6.5,3824.7840001583077,0.0
AS14.01,2014-04-07 00:00:00,0.0,75.315,150.787,0.0,46.128,0.0,0.0,0.0,375.722,0.0,0.0,0.0,0.0,0.0,,,,45.47599983215329,0.0
AS14.01,2014-04-07 06:00:00,0.008440170940170933,222.255,251.356,0.0,0.0,0.0,0.0,17.211,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,6.0,491.1350004673002,0.0
AS14.01,2014-04-07 12:00:00,0.13528624038178502,382.411,3366.804,309.401,0.0,0.0,17.107,90.363,702.41,60.247,0.0,131.44400000000002,0.0,0.0,,1.0,7.0,5101.891999721529,0.0
AS14.01,2014-04-07 18:00:00,0.05895607337531558,247.39600000000002,3586.0679999999998,137.72,0.0,0.0,0.0,62.774,397.286,0.0,0.0,74.367,0.0,1.0,-0.5,0.0,6.5,4207.87799978256,0.0
AS14.01,2014-04-08 00:00:00,0.009829059829059817,145.636,189.94199999999998,2312.563,0.0,0.0,0.0,159.102,257.718,0.0,0.0,0.0,0.0,0.0,,,,3065.0119996070844,0.0
AS14.01,2014-04-08 06:00:00,0.13593650043446986,297.547,809.578,635.226,0.0,0.0,0.0,12.198,1328.684,0.0,0.0,14.071,0.0,0.0,0.0,1.0,7.0,3113.8940000534067,0.0
AS14.01,2014-04-08 12:00:00,0.0995424195732363,218.788,4471.684,26.108,0.0,0.0,0.0,14.103000000000002,488.065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3476.316001415252,0.0
AS14.01,2014-04-08 18:00:00,0.056000253208628,230.718,4006.349,492.582,19.131,0.0,0.0,24.111,580.654,0.0,0.0,22.072,0.0,1.0,-1.0,-1.0,6.0,5445.910000801087,0.0
AS14.01,2014-04-09 00:00:00,0.0,74.618,101.598,0.0,0.0,0.0,0.0,0.0,27.098,0.0,0.0,0.0,0.0,0.0,,,,203.38800024986264,0.0
AS14.01,2014-04-09 06:00:00,0.13197590927209094,943.322,1150.58,441.75800000000004,0.0,0.0,0.0,275.745,824.929,0.0,0.0,0.0,0.0,0.0,-1.0,,7.0,4286.76499938965,0.0
AS14.01,2014-04-09 12:00:00,0.28390522875817,162.842,1663.275,121.589,0.0,0.0,0.0,13.164,1365.456,0.0,0.0,19.348,0.0,0.0,-0.5,1.0,8.0,3242.360000610353,0.0
AS14.01,2014-04-09 18:00:00,0.06565532009905409,457.835,3261.623,377.423,0.0,0.0,0.0,57.74499999999999,608.867,0.0,0.0,558.011,0.0,4.0,-1.0,1.0,7.0,5825.776000738145,0.0
AS14.01,2014-04-10 00:00:00,0.052371375900787664,78.02499999999999,2459.447,1329.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.49,0.0,0.0,,,,4014.4169991016415,0.0
AS14.01,2014-04-10 06:00:00,0.008333333333333333,80.36,468.488,172.35899999999998,0.0,0.0,23.195,78.54100000000001,382.034,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,6.0,1205.6490001678462,0.0
AS14.01,2014-04-10 12:00:00,0.18788506576105038,435.06,1406.004,0.0,0.0,1.059,0.0,14.139,666.425,0.0,0.0,50.384,0.0,7.0,0.5,1.0,7.5,2727.6940007209782,0.0
AS14.01,2014-04-10 18:00:00,0.06726264578439282,121.91,547.472,357.11699999999996,0.0,0.0,0.0,15.239,126.25800000000001,0.0,0.0,179.81300000000002,0.0,0.0,-0.5,1.0,8.0,1348.3389992713942,0.0
AS14.01,2014-04-11 00:00:00,0.0,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.0450000762939,0.0
AS14.01,2014-04-11 06:00:00,0.05311302681992339,2667.549,563.021,108.844,0.0,0.0,0.0,8.097,44.138000000000005,0.0,0.0,6.0169999999999995,0.0,0.0,-1.0,1.0,7.0,1306.4319999217983,0.0
AS14.01,2014-04-11 12:00:00,0.15474436471958755,419.721,1767.3410000000001,227.17,0.0,0.0,0.0,24.158,394.86899999999997,34.234,0.0,161.245,0.0,0.0,-1.5,1.0,7.0,3806.096999883652,0.0
AS14.01,2014-04-11 18:00:00,0.11208741675273114,262.711,1006.23,1640.124,94.093,0.0,0.0,19.197000000000003,157.8,0.0,0.0,47.386,0.0,0.0,-1.0,0.5,7.0,5395.27200031281,0.0
AS14.01,2014-04-12 00:00:00,0.0,29.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.50600004196167,0.0
AS14.01,2014-04-12 06:00:00,0.03333333333333333,35.527,4867.231,0.0,0.0,0.0,0.0,8.037,88.751,0.0,0.0,71.424,0.0,0.0,-2.0,1.0,7.0,6992.464999914167,0.0
AS14.01,2014-04-12 12:00:00,0.10555555555555562,178.072,661.641,1052.9859999999999,0.0,0.0,0.0,41.83,144.559,0.0,0.0,71.752,0.0,0.0,-1.0,0.5,7.0,2148.4930007457733,0.0
AS14.01,2014-04-12 18:00:00,0.15010735699238373,59.386,1066.211,1133.496,0.0,0.0,0.0,29.165999999999997,31.122,5.031,0.0,209.21599999999998,0.0,0.0,1.0,1.0,8.0,2580.345000267026,0.0
AS14.01,2014-04-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.695,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.70099973678586,0.0
AS14.01,2014-04-13 06:00:00,0.005555941384818383,38.278000000000006,347.768,35.196,0.0,0.0,0.0,41.114,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,8.0,462.4709997177131,0.0
AS14.01,2014-04-13 12:00:00,0.02396421845574383,182.799,88.844,0.0,67.368,0.0,0.0,18.380000000000003,13.229,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,8.0,371.2249999046328,0.0
AS14.01,2014-04-13 18:00:00,0.026565155976920687,226.33800000000002,660.183,214.19600000000003,15.045,0.0,0.0,7.02,21.273,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,8.0,1144.353999853134,0.0
AS14.01,2014-04-14 00:00:00,0.0,19.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.4980001449585,0.0
AS14.01,2014-04-14 06:00:00,0.029400093370681613,125.185,925.111,4725.879,0.0,0.0,0.0,11.04,1708.753,0.0,0.0,252.63,0.0,0.0,-2.0,0.0,6.0,7748.947999477389,0.0
AS14.01,2014-04-14 12:00:00,0.1635711008416847,445.575,3013.303,640.116,24.073,0.0,0.0,116.92699999999999,332.99399999999997,29.104,0.0,57.094,0.0,1.0,-1.0,0.5,7.5,4816.286999225618,0.0
AS14.01,2014-04-14 18:00:00,0.14257806366717043,371.342,2547.87,899.5609999999999,65.25,0.0,0.0,17.129,880.238,0.0,0.0,676.29,0.0,0.0,-1.0,1.0,7.5,5400.715000391005,1.0
AS14.01,2014-04-15 00:00:00,0.008620689655172417,86.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,81.22000002861014,0.0
